,dgmst
1894-03-01,0.023455621553944483
1894-04-01,0.04888161625077991
1894-05-01,0.031084143720290003
1894-06-01,0.07273752542236955
1894-07-01,-0.028231815115531023
1894-08-01,-0.010088814414993486
1894-09-01,-0.024927985967218458
1894-10-01,0.02065032393462546
1894-11-01,-0.07031106987791397
1894-12-01,-0.14301193171047144
1895-01-01,0.0012270004354499875
1895-02-01,0.15240809199899547
1895-03-01,0.10837055930821243
1895-04-01,0.020200475823283992
1895-05-01,0.050988878027028006
1895-06-01,0.0012693010981050246
1895-07-01,0.025004573719079493
1895-08-01,0.021022847912996967
1895-09-01,-0.05134601319371246
1895-10-01,-0.010519636840228996
1895-11-01,-0.02699391410645202
1895-12-01,-0.01173813161194498
1896-01-01,-0.06927285215872553
1896-02-01,-0.09416413148916752
1896-03-01,0.13468382864504852
1896-04-01,0.15418470265856749
1896-05-01,0.07429884392625052
1896-06-01,0.008571954109929503
1896-07-01,-0.03231670611550602
1896-08-01,0.04943465570160055
1896-09-01,-0.013263801161875477
1896-10-01,-0.054156219832618535
1896-11-01,-0.05279877375075803
1896-12-01,-0.10383648116549099
1897-01-01,-0.03137564038879548
1897-02-01,0.12266373954103349
1897-03-01,0.1502267435879595
1897-04-01,-0.027333017321933994
1897-05-01,-0.014745075787881035
1897-06-01,-0.00487931737999997
1897-07-01,-0.04236369872142448
1897-08-01,-0.03738706727789404
1897-09-01,-0.08267128759318149
1897-10-01,-0.03499930295522802
1897-11-01,0.08417438980383102
1897-12-01,-0.09012274560445549
1898-01-01,-0.30355902261339257
1898-02-01,0.03473581191585651
1898-03-01,0.18304957774699054
1898-04-01,0.096340513736489
1898-05-01,0.04654371055784651
1898-06-01,-0.06780921530086348
1898-07-01,-0.0005576259464309952
1898-08-01,-0.06322585323463203
1898-09-01,-0.13617007502750106
1898-10-01,0.059561060954611
1898-11-01,0.13463594958408104
1898-12-01,-0.10745278755485099
1899-01-01,-0.14786019800434097
1899-02-01,0.142397310680554
1899-03-01,0.14948917197830597
1899-04-01,-0.04483140001688346
1899-05-01,0.03298999165461003
1899-06-01,0.11826938434975098
1899-07-01,0.064641871498066
1899-08-01,0.017177422069134973
1899-09-01,0.08638311270584847
1899-10-01,-0.129191252929518
1899-11-01,-0.29568266384759045
1899-12-01,0.1079156647030245
1900-01-01,0.19416710631345296
1900-02-01,0.002755415134025496
1900-03-01,0.002192888597571996
1900-04-01,0.011697769653019052
1900-05-01,-0.031156162919904973
1900-06-01,-0.0052186295272469985
1900-07-01,0.04770579244176998
1900-08-01,0.09649587397499948
1900-09-01,-0.03717907112260549
1900-10-01,-0.09782754126348953
1900-11-01,-0.09326821236599703
1900-12-01,-0.036511305127096993
1901-01-01,0.13875699335138153
1901-02-01,0.07763478333837553
1901-03-01,-0.058850055518080036
1901-04-01,-0.04187840405855453
1901-05-01,-0.0006379892578374791
1901-06-01,-0.066892896020397
1901-07-01,-0.052420911768529976
1901-08-01,-0.070507334897767
1901-09-01,0.006832833673933503
1901-10-01,0.023557562588941483
1901-11-01,-0.006710304918897014
1901-12-01,0.07794262991628104
1902-01-01,-0.09374762958589805
1902-02-01,-0.081169413823721
1902-03-01,0.04086458897366857
1902-04-01,-0.006958643117893515
1902-05-01,0.015164745712450467
1902-06-01,-0.003550481810683015
1902-07-01,-0.007630832376829488
1902-08-01,-0.02000353956101847
1902-09-01,-0.07088646665284948
1902-10-01,-0.06085798491587702
1902-11-01,0.08040717912821099
1902-12-01,0.1898767561938705
1903-01-01,-0.023050147928146025
1903-02-01,-0.18310637769844545
1903-03-01,-0.038123575779045016
1903-04-01,0.012669157196439906
1903-05-01,0.024496621369373528
1903-06-01,-0.029529087226970008
1903-07-01,-0.10192571791732347
1903-08-01,-0.026724538002979914
1903-09-01,0.030604843892855005
1903-10-01,-0.011555162179175071
1903-11-01,-0.12637714824022006
1903-12-01,-0.07306838881985
1904-01-01,0.05353718027927501
1904-02-01,0.08024317434345007
1904-03-01,0.05030719247160498
1904-04-01,0.03585955365923499
1904-05-01,-0.01007407539229499
1904-06-01,-0.02648632193679501
1904-07-01,-0.02574345382587495
1904-08-01,0.03468324998572003
1904-09-01,0.20991474717633096
1904-10-01,0.05017951158984396
1904-11-01,-0.10166620041645602
1904-12-01,-0.17177983439322903
1905-01-01,0.04982772169840055
1905-02-01,0.1820903330913815
1905-03-01,0.01732151988366748
1905-04-01,0.04888277847446204
1905-05-01,0.0004612837388249802
1905-06-01,0.03289036725364197
1905-07-01,0.051341745710347
1905-08-01,-0.04846293196684748
1905-09-01,0.045722551710713044
1905-10-01,0.07828706904157146
1905-11-01,-0.13476751068118153
1905-12-01,-0.12570562375120448
1906-01-01,0.025094356934956485
1906-02-01,0.17326469600425198
1906-03-01,0.02183982863596451
1906-04-01,-0.0627517514791765
1906-05-01,0.012970725607427014
1906-06-01,-0.013457645839942967
1906-07-01,-0.03393454485076702
1906-08-01,-0.02895278364056203
1906-09-01,-0.07811539194246747
1906-10-01,0.050258302118116494
1906-11-01,-0.035115905317219975
1906-12-01,-0.24972317941913702
1907-01-01,0.059390206698265
1907-02-01,0.11292361365033499
1907-03-01,-0.04558212359147007
1907-04-01,-0.0058458222611649235
1907-05-01,0.05847826740870854
1907-06-01,0.02020533988696993
1907-07-01,-0.000736257373151028
1907-08-01,0.06287299030869553
1907-09-01,-0.08490247249176247
1907-10-01,-0.13501688058799544
1907-11-01,0.009779265032969997
1907-12-01,0.07179898704711496
1908-01-01,-0.09159635161840496
1908-02-01,-0.04584583863405001
1908-03-01,0.17785588375582745
1908-04-01,0.0629121344019315
1908-05-01,0.0008890459609020018
1908-06-01,-0.0686056225815665
1908-07-01,-0.005474191085409974
1908-08-01,-0.010568253302804975
1908-09-01,-0.13082650195224454
1908-10-01,-0.021998212099310077
1908-11-01,-0.11670392937355001
1908-12-01,0.0011256828291600351
1909-01-01,0.08083032416177505
1909-02-01,-0.05036559428688003
1909-03-01,0.06781024650087497
1909-04-01,0.0618534258281801
1909-05-01,0.040681218841695066
1909-06-01,0.09259161422210793
1909-07-01,0.029122264085284955
1909-08-01,-0.056940749305242955
1909-09-01,0.025669398938286514
1909-10-01,-0.08893448292075501
1909-11-01,-0.06795788890794147
1909-12-01,0.06970184493301002
1910-01-01,-0.07480534345936007
1910-02-01,0.01684033412638497
1910-03-01,0.1657709007432565
1910-04-01,0.049154933856561
1910-05-01,-0.009438812475574987
1910-06-01,-0.012626292248215987
1910-07-01,-0.036091233565736514
1910-08-01,-0.04020619656867497
1910-09-01,-0.13221459100689503
1910-10-01,-0.1561287314813451
1910-11-01,-0.028997149460274985
1910-12-01,0.043506459266060005
1911-01-01,-0.022200769002770016
1911-02-01,0.04903970296550009
1911-03-01,0.12376701896021503
1911-04-01,0.0501909183483199
1911-05-01,0.044861805234025054
1911-06-01,0.01375948555069506
1911-07-01,0.002953955977924916
1911-08-01,0.08460217874532
1911-09-01,0.08415096070227257
1911-10-01,0.04272408844122849
1911-11-01,-0.009632368543668501
1911-12-01,0.01593574070968501
1912-01-01,-0.10987388633576406
1912-02-01,0.008051330179917993
1912-03-01,0.16916465077329151
1912-04-01,-0.011145911219778981
1912-05-01,-0.14695844565077149
1912-06-01,-0.21466524505317253
1912-07-01,-0.09309060167290495
1912-08-01,-0.03588577656176495
1912-09-01,0.09280064308718494
1912-10-01,0.09730343621425497
1912-11-01,-0.01521988207911995
1912-12-01,-0.018676992342525067
1913-01-01,-0.038035913325994986
1913-02-01,0.0540413418252651
1913-03-01,0.06385467148046997
1913-04-01,-0.0165557560752001
1913-05-01,0.022719600293599984
1913-06-01,0.05098032504763106
1913-07-01,0.019135264238550498
1913-08-01,-0.008559156042151017
1913-09-01,0.05973380973499198
1913-10-01,0.192221717189563
1913-11-01,0.14321684283040703
1913-12-01,-0.08263053595488495
1914-01-01,-0.2036029939267195
1914-02-01,-0.08572351573471504
1914-03-01,0.0901352387523125
1914-04-01,0.05134695885447904
1914-05-01,-0.030681990296552497
1914-06-01,0.034232528089088
1914-07-01,0.03856841418156548
1914-08-01,0.0606043197637855
1914-09-01,-0.013752161307480026
1914-10-01,0.01642668976379197
1914-11-01,-0.019988812816068957
1914-12-01,-0.03516686064513347
1915-01-01,0.029177343416529
1915-02-01,0.08870088369311446
1915-03-01,0.08809493126585649
1915-04-01,-0.142168812699267
1915-05-01,-0.05028581333791199
1915-06-01,-0.027437943501727957
1915-07-01,-0.04632170899087851
1915-08-01,-0.022952021086934005
1915-09-01,0.02432888361208646
1915-10-01,0.02711768527137498
1915-11-01,0.0015878679480210156
1915-12-01,0.017646463434228987
1916-01-01,-0.12947179368451395
1916-02-01,-0.0674106030055815
1916-03-01,0.02296194391134143
1916-04-01,-0.087535261386192
1916-05-01,-0.01707713212211648
1916-06-01,0.10103480943958248
1916-07-01,-0.010212895551525047
1916-08-01,-0.0517170669080525
1916-09-01,-0.07166449371613992
1916-10-01,-0.28094652129638
1916-11-01,-0.06066299088468008
1916-12-01,0.10406707036068497
1917-01-01,-0.07021507842988495
1917-02-01,0.06838670228491006
1917-03-01,0.11017843159995999
1917-04-01,0.08875934506481997
1917-05-01,0.174993445884979
1917-06-01,0.10156678103410449
1917-07-01,-0.006621570509207475
1917-08-01,-0.14582262918312444
1917-09-01,-0.07598591540462157
1917-10-01,-0.1378183548259
1917-11-01,-0.08792469207174991
1917-12-01,0.17665223541018493
1918-01-01,0.11039905957316548
1918-02-01,-0.022968800428534997
1918-03-01,-0.045554328720135484
1918-04-01,0.06275485619218901
1918-05-01,0.06749651918634197
1918-06-01,0.005454006702664493
1918-07-01,0.07507882845464597
1918-08-01,0.15761424010660802
1918-09-01,0.017274094751973
1918-10-01,-0.140862201653975
1918-11-01,-0.05267645663222098
1918-12-01,0.013448680053797513
1919-01-01,-0.03895483092442048
1919-02-01,0.08027789282862996
1919-03-01,0.02536266697219447
1919-04-01,-0.09887918894018799
1919-05-01,-0.007861432338388985
1919-06-01,-0.00020830984061748214
1919-07-01,0.017900284180954518
1919-08-01,0.057871975730797
1919-09-01,-0.1294342469663895
1919-10-01,-0.12298777967372554
1919-11-01,0.11283772568422895
1919-12-01,0.07647552613291353
1920-01-01,0.035803085864265005
1920-02-01,0.03612998486677499
1920-03-01,-0.01669942409414399
1920-04-01,-0.04268169528837146
1920-05-01,-0.025792599816049477
1920-06-01,0.03292198872232599
1920-07-01,0.03310349440622751
1920-08-01,-0.037575968805305004
1920-09-01,-0.05288999910632253
1920-10-01,-0.09432904629953803
1920-11-01,0.13622762383561648
1920-12-01,0.14675664619837003
1921-01-01,-0.144207212683527
1921-02-01,-0.039927325609666
1921-03-01,0.03108579254871552
1921-04-01,0.049745553250163
1921-05-01,0.09104432580294247
1921-06-01,-0.031154889853207524
1921-07-01,-0.03510540375749249
1921-08-01,0.1278312151143105
1921-09-01,0.003941594558794503
1921-10-01,-0.0764749168186345
1921-11-01,-0.10839293682119
1921-12-01,-0.1851254431129305
1922-01-01,0.06766588749407049
1922-02-01,0.159560977360791
1922-03-01,-0.03057964316400197
1922-04-01,-0.022038631952876475
1922-05-01,0.02402487842377149
1922-06-01,-0.03697729834061253
1922-07-01,-0.05806871091822802
1922-08-01,-0.013170692726275468
1922-09-01,0.10596222948184603
1922-10-01,0.08248785748002996
1922-11-01,-0.07748879897206151
1922-12-01,-0.13011348245571647
1923-01-01,-0.07315091700420151
1923-02-01,0.010908741697999935
1923-03-01,0.07457471716320052
1923-04-01,0.09437279583162056
1923-05-01,0.003847953558107464
1923-06-01,-0.04786500200159449
1923-07-01,-0.0043468947624694665
1923-08-01,0.1080403198862685
1923-09-01,0.1533339183534035
1923-10-01,0.06505996881669601
1923-11-01,-0.11996350981715698
1923-12-01,-0.13577972253827653
1924-01-01,0.057702670454360006
1924-02-01,-0.021109032009898998
1924-03-01,0.00014733222026896975
1924-04-01,0.04862468191525049
1924-05-01,-0.07554451262787149
1924-06-01,-0.073123040759006
1924-07-01,-0.017521039740954036
1924-08-01,-0.01370904462855449
1924-09-01,0.052580642087490026
1924-10-01,-0.03606509216974996
1924-11-01,-0.11207738582498855
1924-12-01,-0.007584091326390041
1925-01-01,0.029182452186600094
1925-02-01,0.11423876940785599
1925-03-01,0.06428725277893843
1925-04-01,-0.0212348940836265
1925-05-01,0.002237216710257006
1925-06-01,0.05243464705106998
1925-07-01,0.033033143779383545
1925-08-01,-1.6769528015991852e-05
1925-09-01,0.13030493938719245
1925-10-01,0.1636724175934745
1925-11-01,0.10179387303396151
1925-12-01,-0.05744824103157897
1926-01-01,-0.09544411343906298
1926-02-01,-0.0602613378078215
1926-03-01,-0.13710891185879653
1926-04-01,-0.05870940672369601
1926-05-01,-0.03144161323081096
1926-06-01,0.0663837489847145
1926-07-01,0.07223684402303349
1926-08-01,-0.014452153798971523
1926-09-01,0.029638013667144525
1926-10-01,-0.09384322251260396
1926-11-01,-0.1199302556335115
1926-12-01,0.04566897181898699
1927-01-01,-0.11281011909945404
1927-02-01,-0.05141688024322549
1927-03-01,0.1425210477773715
1927-04-01,0.0423686426410505
1927-05-01,0.03402446975794904
1927-06-01,-0.006821361394466541
1927-07-01,0.031100545559992976
1927-08-01,0.13052415582953453
1927-09-01,0.02157203946831948
1927-10-01,-0.1754863192232265
1927-11-01,0.03151333022818853
1927-12-01,0.1164522282424475
1928-01-01,-0.17179457918511254
1928-02-01,-0.09555964531962352
1928-03-01,0.03168924001010304
1928-04-01,-0.04180619719605899
1928-05-01,0.04902704560534499
1928-06-01,0.0786436184695255
1928-07-01,-0.012041635354704983
1928-08-01,0.003380329458766984
1928-09-01,0.050263783829801956
1928-10-01,0.03344893485674
1928-11-01,-0.19537049237263399
1928-12-01,-0.2566231666465415
1929-01-01,0.02558823118389497
1929-02-01,0.10682250748372502
1929-03-01,0.033935654744732036
1929-04-01,0.007704042816115031
1929-05-01,-0.00197303184631048
1929-06-01,0.049890100529079495
1929-07-01,0.0659060987585735
1929-08-01,0.09372998476361699
1929-09-01,0.06432301467990847
1929-10-01,-0.22946176908485655
1929-11-01,-0.10405773498795501
1929-12-01,0.13744515363353355
1930-01-01,0.0722658965090705
1930-02-01,0.04352810531125151
1930-03-01,-0.012377527540611999
1930-04-01,0.02793524323984997
1930-05-01,0.0035467493448100296
1930-06-01,0.03555007760574552
1930-07-01,0.038601404750432
1930-08-01,0.001975595366265015
1930-09-01,0.17463017213751098
1930-10-01,0.05476473827378597
1930-11-01,-0.1616281460761545
1930-12-01,-0.10977195207984147
1931-01-01,-0.03297866062673749
1931-02-01,0.004650331120038986
1931-03-01,0.0177573414403695
1931-04-01,0.11400087538485898
1931-05-01,0.08337015287253197
1931-06-01,0.004464776538814996
1931-07-01,-0.022603017627716493
1931-08-01,0.04126715429276151
1931-09-01,-0.00993861916282296
1931-10-01,-0.057408634779004986
1931-11-01,0.09933385319835897
1931-12-01,-0.09619556215657848
1932-01-01,-0.209545513200858
1932-02-01,0.0930233977168195
1932-03-01,0.06440359290194803
1932-04-01,-0.11529302795596252
1932-05-01,-0.05332131771294052
1932-06-01,0.03703511451755798
1932-07-01,0.09296215368948652
1932-08-01,0.055685958870565044
1932-09-01,-0.1320819345935335
1932-10-01,-0.09426463282153552
1932-11-01,0.025909121526856538
1932-12-01,-0.04036209511141148
1933-01-01,-0.06343200910471303
1933-02-01,0.051080281545799466
1933-03-01,0.06496219026364852
1933-04-01,-0.03679499198756747
1933-05-01,0.038007615082114976
1933-06-01,0.043493212123881964
1933-07-01,-0.049519103943633014
1933-08-01,-0.024783170703529478
1933-09-01,-0.03920730141835799
1933-10-01,-0.10690897027823848
1933-11-01,0.06153833833556649
1933-12-01,0.22449920707541748
1934-01-01,-0.07873827079686746
1934-02-01,-0.1337184232094985
1934-03-01,0.17553759658754797
1934-04-01,0.10524216954819599
1934-05-01,-0.010458234129049004
1934-06-01,0.0008294800996634932
1934-07-01,-0.03922673536583299
1934-08-01,0.02010428354518301
1934-09-01,0.09468311516546452
1934-10-01,0.03223610642805752
1934-11-01,-0.227675565885732
1934-12-01,0.06526356452655799
1935-01-01,0.09120471266333452
1935-02-01,-0.26935014676982205
1935-03-01,-0.025505707944676548
1935-04-01,0.08407620013420303
1935-05-01,0.03503315294728904
1935-06-01,0.003549396456530518
1935-07-01,-0.005885598071924014
1935-08-01,0.08435708007908299
1935-09-01,-0.04769177143776099
1935-10-01,-0.056963075056021995
1935-11-01,-0.001878501357550022
1935-12-01,-0.1380464554537545
1936-01-01,0.00696462364113648
1936-02-01,0.13376125225460295
1936-03-01,0.09479463340459554
1936-04-01,0.007473538428503512
1936-05-01,0.032201706738157476
1936-06-01,0.028474157980884485
1936-07-01,0.000655880454329516
1936-08-01,0.045329178478499044
1936-09-01,0.03393726964724847
1936-10-01,0.01391217197852851
1936-11-01,-0.04046608597317897
1936-12-01,0.0008484579734164832
1937-01-01,-0.11465974416991298
1937-02-01,-0.07786695013310602
1937-03-01,0.150393305666499
1937-04-01,0.08586776106058353
1937-05-01,0.0041967055806784725
1937-06-01,0.008148232849857495
1937-07-01,0.070925973076372
1937-08-01,0.03366189349944998
1937-09-01,-0.03047219562425399
1937-10-01,-0.078642443772031
1937-11-01,0.0016736495051200007
1937-12-01,0.04005733184168303
1938-01-01,-0.031939968333943
1938-02-01,0.033582007101589983
1938-03-01,-0.0422309923668715
1938-04-01,-0.113590393217118
1938-05-01,-0.011120909784964494
1938-06-01,0.043118497305768
1938-07-01,0.049723048508184986
1938-08-01,0.104739700521535
1938-09-01,0.024805469411839476
1938-10-01,-0.14528464522905002
1938-11-01,-0.07690353109952797
1938-12-01,0.007271983250998537
1939-01-01,-0.10218082564821651
1939-02-01,0.009882867219237979
1939-03-01,0.14349576434857902
1939-04-01,0.030310828813658486
1939-05-01,-0.012832913258177536
1939-06-01,-0.014448423359186002
1939-07-01,-0.010173886924960962
1939-08-01,0.00872036722111652
1939-09-01,0.058663946475288
1939-10-01,0.2765844501677733
1939-11-01,-0.028521185827700524
1939-12-01,-0.21857505641193178
1940-01-01,0.003262197716081494
1940-02-01,0.07466429377057046
1940-03-01,0.08132247673245402
1940-04-01,-0.017584743451765
1940-05-01,-0.006142599002229521
1940-06-01,-0.0422460230627445
1940-07-01,0.022645970369817997
1940-08-01,0.01478580672917551
1940-09-01,-0.015216652856345492
1940-10-01,0.1199971172196285
1940-11-01,0.001030229763498508
1940-12-01,-0.019325560211647996
1941-01-01,-0.07339916621075598
1941-02-01,-0.06768268597893151
1941-03-01,0.10387678693912197
1941-04-01,0.011127857825320026
1941-05-01,0.021580805990369517
1941-06-01,-0.01584047856586801
1941-07-01,-0.11654817305623699
1941-08-01,0.105375382275561
1941-09-01,0.08763474422533549
1941-10-01,-0.075860277598235
1941-11-01,0.04543664590098348
1941-12-01,-0.12132145057736449
1942-01-01,-0.17307921986401997
1942-02-01,0.0539060845278575
1942-03-01,0.0946663512260805
1942-04-01,-0.0020804216251409935
1942-05-01,-0.063671025383542
1942-06-01,-0.06166582829179451
1942-07-01,-0.024920596737113998
1942-08-01,0.015484577822521495
1942-09-01,0.04502194559586248
1942-10-01,0.061927237946809516
1942-11-01,-0.053040431365346474
1942-12-01,0.00655389561776748
1943-01-01,-0.04971449241283654
1943-02-01,-0.01235578256192299
1943-03-01,0.11915708698059851
1943-04-01,-0.06253417400465053
1943-05-01,0.0034698405215260186
1943-06-01,0.017274141254166042
1943-07-01,-0.016252538790250015
1943-08-01,0.11681364365514649
1943-09-01,0.06542800145335251
1943-10-01,0.0043397404668354955
1943-11-01,0.0875655045271315
1943-12-01,-0.019396360225084508
1944-01-01,-0.093885296436545
1944-02-01,-0.007834720084706481
1944-03-01,0.02796474115870201
1944-04-01,0.0027826155523164864
1944-05-01,-0.013876262152043517
1944-06-01,0.001959303804379503
1944-07-01,0.05099141704504051
1944-08-01,0.0277438974624665
1944-09-01,-0.11630988833320649
1944-10-01,-0.11721648248377248
1944-11-01,0.005253635627695485
1944-12-01,-0.03712886007793603
1945-01-01,-0.06373505106101851
1945-02-01,0.12522627308912052
1945-03-01,0.05576757515891401
1945-04-01,-0.09569792437495048
1945-05-01,-0.01669436985140149
1945-06-01,0.13457289985797447
1945-07-01,0.091380530238166
1945-08-01,-0.053441217425231
1945-09-01,-0.09466030947406251
1945-10-01,-0.13743468891644448
1945-11-01,0.05229087370763752
1945-12-01,0.02825833510342396
1946-01-01,-0.117089826906982
1946-02-01,0.04709642114200702
1946-03-01,0.025507416030002505
1946-04-01,-0.123389040713206
1946-05-01,-0.039379690628466024
1946-06-01,-0.017000069445733013
1946-07-01,0.017900028940061485
1946-08-01,0.0524037585132025
1946-09-01,-0.009980863669980466
1946-10-01,-0.11105927190174197
1946-11-01,0.0038051941476374695
1946-12-01,0.11674426887773948
1947-01-01,0.03384417619311453
1947-02-01,0.08194730969819503
1947-03-01,0.01720479618389298
1947-04-01,-0.02698285177413151
1947-05-01,-0.017869526327350005
1947-06-01,-0.038748782586546016
1947-07-01,-0.04548819047757946
1947-08-01,0.07572882039698953
1947-09-01,0.06164658579027399
1947-10-01,-0.11376812329436303
1947-11-01,0.018674197419191962
1947-12-01,-0.028228911860800954
1948-01-01,-0.20672910424527496
1948-02-01,0.03973620035173547
1948-03-01,0.20049367921781547
1948-04-01,0.05833771586492248
1948-05-01,-0.07133272644838351
1948-06-01,-0.06149975884551695
1948-07-01,-0.02409459310881945
1948-08-01,0.027356644225218496
1948-09-01,-0.004242174086341033
1948-10-01,-0.09939094405604454
1948-11-01,0.10752992074781553
1948-12-01,0.029086608590753515
1949-01-01,-0.082084036233256
1949-02-01,0.03851430317753202
1949-03-01,0.014432371544971956
1949-04-01,-0.06568888348719154
1949-05-01,-0.024699537519477455
1949-06-01,0.06196010507218802
1949-07-01,-0.006495954655443503
1949-08-01,0.02741282918318
1949-09-01,0.004318668707983975
1949-10-01,-0.05670639063944699
1949-11-01,-0.08655909878997747
1949-12-01,-0.072847003268048
1950-01-01,0.06854274747983397
1950-02-01,0.056191605240919484
1950-03-01,0.031011070156263032
1950-04-01,0.1014267004859905
1950-05-01,0.010593876527045964
1950-06-01,-0.08234079695246099
1950-07-01,-0.01453954612673497
1950-08-01,-0.02393850893699151
1950-09-01,-0.142741781065096
1950-10-01,0.003134276958211002
1950-11-01,-0.0037746118072864987
